% Model,AdvancedModel.mph
% Version,COMSOL 5.5.0.359
% Date,"May 26 2024, 19:00"
% Dimension,3
% Nodes,733
% Expressions,3
% Description,Dependent variable
% Length unit,m
% x,y,z,Tcell (kg/m^3) @ t=0,Tcell (kg/m^3) @ t=0.01,Tcell (kg/m^3) @ t=0.02
4.5056274681208646E-4,6.261633833739708E-4,1.3024747660556426E-4,9.415375673081623E-11,1.760813338233779E-5,3.038584937270545E-5
0,1.9300982056929958E-4,9.109894547004691E-4,-5.106746706738712E-11,-7.245257581710495E-6,-1.0452388043477838E-5
0,0,9.841927210729026E-4,-2.0988740975594004E-11,-4.238764876944687E-6,-7.401084632632425E-6
2.7858816579611124E-4,7.798652964129926E-4,1.9460267230641282E-4,1.678564540584513E-10,2.5518977580280935E-5,3.90769256974647E-5
1.9278539396977922E-4,9.11283867224417E-4,0,-5.078370514553122E-11,-8.03252695957266E-6,-1.2745646351511534E-5
0,9.841927210748505E-4,0,-1.5036810096285126E-11,-3.906463916317452E-6,-6.6582607735534845E-6
7.52062365694389E-4,2.666518368805985E-4,3.256330704491759E-4,-6.2335221222591E-11,-1.4027983936466354E-5,-2.5196640381340723E-5
9.26335243978951E-4,0,2.635726726727268E-4,7.130583438044826E-11,1.4696643677444924E-5,2.4125017840190652E-5
9.861796454430152E-4,0,0,-6.425740841741016E-11,-1.246459303600135E-5,-2.069803717962603E-5
8.104741703499656E-4,1.4373578563700945E-4,5.255973907240575E-4,5.737531184634142E-11,1.094787460893478E-5,1.8133460307250027E-5
8.476852924037692E-4,0,5.17254045477628E-4,2.6674030988608638E-11,6.037580925401793E-6,8.934815742182507E-6
9.598261431241041E-4,2.0875789572959098E-4,1.6600529803618844E-4,-2.326794558265622E-11,-3.5971722218301575E-6,-5.060689227536504E-6
0.001195400479013853,0,2.474792262127203E-4,4.80355270840683E-12,6.416753666326441E-7,9.930065707840734E-7
0.0010994216729144312,2.779753653757647E-4,0,-1.4928703273163564E-11,-2.612023595254023E-6,-4.514813826735893E-6
0.0012729136309344784,0,0,6.494075681121909E-12,1.3164524448416408E-6,2.2389839325990545E-6
8.011283337474074E-4,0,8.307481048274028E-4,-1.3503834876453204E-11,-2.425474307934776E-6,-3.908093692513224E-6
0.0011881100179822832,0,5.996418531124153E-4,-8.480543849927345E-12,-1.804454042266199E-6,-2.972429415730751E-6
8.627836161385111E-4,5.23059181335919E-4,0,8.778854854618948E-11,1.4478229422445022E-5,2.3634052524002005E-5
6.242561677575696E-4,6.74609775177916E-4,0,7.728121036042457E-11,1.0836009679157369E-5,1.6865236882720703E-5
3.9544218791885824E-4,8.776728145612391E-4,0,6.250170729241204E-12,4.017950163500122E-7,-4.0102934216077356E-7
4.253099409060199E-4,2.5753478540176063E-4,6.693446249537694E-4,9.903233033713204E-11,1.5195935803764512E-5,2.481653006511331E-5
5.327888924806917E-4,0,7.553566937471161E-4,4.584738679975254E-11,5.359208993466882E-6,6.485635428599763E-6
5.223574237891796E-4,0,9.588816560637623E-4,-3.4931473310472006E-11,-5.528126690424722E-6,-9.050002732338488E-6
2.7606362279320476E-4,5.651360032701919E-4,6.347037605185282E-4,3.867670051227935E-11,7.52061725477889E-6,1.2282690569249054E-5
0,6.22127767126671E-4,6.587987853301604E-4,4.064914843627311E-11,6.845593088125395E-6,1.1220927790470518E-5
0,4.0284461497060744E-4,8.58152243404751E-4,7.293074758371955E-11,1.4010010906009766E-5,2.5057568510914724E-5
2.559292518665113E-4,2.388856380415946E-4,9.485325297658874E-4,-6.089301295439479E-11,-9.796781317931124E-6,-1.5663300542306468E-5
3.566131326321445E-4,0,0.0011498313104333897,8.010606701286198E-12,1.241474791687871E-6,1.938931174010596E-6
0,8.509983014649838E-4,5.186366562321992E-4,3.2880370943901084E-11,6.094766140610228E-6,1.0998278730709056E-5
0,0.0010888460089462507,2.7276988831140676E-4,-2.792078501290497E-11,-4.766739345155422E-6,-7.845822724966725E-6
4.758456970041223E-4,8.40633830866997E-4,3.9622134293394056E-4,-3.5084961293759886E-11,-5.702569949961591E-6,-9.19185714584085E-6
7.275690320184188E-4,2.601886658036922E-4,7.675746169747897E-4,-4.713084873295251E-12,-6.399646706092918E-7,-1.0117929289167852E-6
7.72732158572332E-4,5.69289478058144E-4,3.5273441793239854E-4,1.083960368540654E-11,2.3630384484899194E-6,4.356972867207317E-6
0,2.721558187426572E-4,0.0011522158099629717,5.631834319161757E-12,7.554319966557005E-7,1.0083251122376944E-6
0,0,0.0012699053759593962,-3.0877551116614414E-12,-3.905605860520745E-7,-5.324646188011229E-7
2.704938592535319E-4,0.001155555316168133,0,-1.5747162287809782E-12,-1.252423101430385E-8,2.345989578855991E-7
0,0.0012699053759608434,0,7.52392364868301E-12,1.355902325285483E-6,2.1772346613745698E-6
8.173915008397516E-4,8.965951658968033E-4,0,-1.193026634954777E-11,-1.6183045604118251E-6,-2.408764720851684E-6
0.0013472013003858264,2.994278906936542E-4,0,1.8215076066567507E-12,3.1165089397204434E-7,5.297092530784182E-7
0,8.230822601455473E-4,8.868231728371788E-4,-9.84737817070922E-12,-2.0231642955555754E-6,-3.585669407724175E-6
0,0.0013458106644097362,2.8623098054741264E-4,1.780402025017739E-12,2.6465122571026225E-7,4.143880302405558E-7
2.4635661242848513E-4,2.8235822785785246E-4,0.0013627397701227683,5.008502554282985E-12,8.305912869287433E-7,1.3699883023089158E-6
5.983629250551977E-4,2.619168626886764E-4,0.0010827601805251232,4.390712209544403E-13,1.2225702403234074E-7,1.9622167957084925E-7
6.923454596712312E-4,0,0.0012190367904268285,3.2018196829681993E-12,4.99611909639932E-7,8.138646095166991E-7
3.666238456793693E-4,0,0.0014912703682837538,-2.3062203132595215E-12,-3.866701100744266E-7,-6.326409788287547E-7
0,0,0.0016557683703023955,-3.299678913070734E-13,-7.198810834398677E-8,-1.361891810346549E-7
3.155335207743452E-4,0,0.0018452675473649993,-1.0505687038305354E-13,-1.640452666290796E-8,-2.7522136441103237E-8
0,2.9243930262097474E-4,0.0015403732679527837,-1.2598694428314418E-12,-2.055273975081793E-7,-3.3196578790926614E-7
0,6.458689234756E-4,0.0015115768701177508,-7.250790252031637E-13,-1.0961934555368731E-7,-1.667163035877976E-7
0,0,0.002176887221208855,-4.9064869532831146E-14,-6.980901297552245E-9,-9.749746792772188E-9
0,4.248823177848269E-4,0.0019351872952983315,2.2506103351276392E-13,3.6372405259571205E-8,5.826934780123771E-8
0.0011456160979648707,3.4144973656242506E-4,4.472132256391672E-4,-4.917304490515781E-12,-8.110265914608115E-7,-1.3113646482056117E-6
0.0015249358190934776,0,3.381460260271785E-4,1.0450898282300626E-12,1.9101436572543276E-7,3.083748470480144E-7
0.0016600427981651696,0,0,-1.0850601015096986E-12,-1.9886615273122448E-7,-3.3146495331786754E-7
0.0011760808411747305,6.252838467263438E-4,0,-2.6189484520807944E-12,-4.4372367160651464E-7,-7.259687657310398E-7
0.00114850091365225,0,0.0012736683422004363,1.1802554066438057E-12,2.0637024144327634E-7,3.3724622792850005E-7
0.001809681912970873,0,0.0010483844627179623,6.561468759071173E-13,1.2139971615294976E-7,1.9756314114972947E-7
9.300750410185726E-4,8.16120051822733E-4,2.9676391463639035E-4,-3.3538702766066015E-12,-5.424252506168504E-7,-8.99994775386718E-7
2.708735365855153E-4,0.0015237915752338343,0,-1.0729277596293043E-12,-1.9616345199507737E-7,-3.332271812143797E-7
0,0.001655768370303231,0,-1.9226106439627012E-13,-2.737407267819567E-8,-3.774921500062502E-8
6.892934794135538E-4,0.0011514208255098187,0,5.7855352064511465E-12,9.205089681445182E-7,1.503689977914296E-6
4.191637947152496E-4,6.717600112601458E-4,9.74532459019318E-4,-5.5198655373048745E-12,-1.0034846861507208E-6,-1.7432736379106795E-6
0,6.799181587049332E-4,0.0011436260648878818,-7.034904322046033E-12,-1.2979724750328923E-6,-2.2864542899767647E-6
0,0.0011695647265819744,6.282627981112302E-4,-1.526440286194907E-12,-2.4807100528657524E-7,-4.562504610890195E-7
3.782178759211525E-4,0.0011506025820274852,5.382958038422611E-4,3.8334659759986165E-12,6.381824981519657E-7,1.0278826675629055E-6
2.626293893636815E-4,7.61223313590812E-4,0.001399594595707079,8.557599233183771E-13,1.7221616565750562E-7,3.1796885468315347E-7
6.654339014693726E-4,0.0015162100493071708,0,-9.865871204991367E-13,-1.73874036924225E-7,-2.9758190392522003E-7
0.0011850283097707063,0.0012482782742937854,0,5.074918453378842E-13,8.074479553195814E-8,1.309699215190535E-7
0.002182718866248406,0,0,1.334789856021362E-13,2.5089461863278187E-8,4.1780884860413134E-8
0.0017875239533941066,6.508807452089151E-4,0,4.666805899913513E-13,7.685929537152011E-8,1.238625375265303E-7
0.00199077394091604,0,4.219705175688123E-4,-3.1257440850186984E-13,-5.4626038274188186E-8,-8.81189857031424E-8
0.0024961192599451724,0,6.152786682644859E-4,-5.794114148336514E-14,-1.049296947622691E-8,-1.7426924008386635E-8
0.0024691734261351357,6.119942438713223E-4,0,-3.8791916932685306E-14,-6.081359390679094E-9,-1.0137638198488372E-8
0.002888401349692155,0,0,1.0565091084991995E-14,1.7163773997223114E-9,2.889910501804087E-9
0,0.0011953344200088928,0.0012631444962579207,5.32804102116856E-13,1.0949276928891763E-7,2.0187190482353847E-7
0,0.0021768872212109577,0,-5.1309569971150085E-15,-1.6699347476337675E-9,-3.987809671867431E-9
0,0.0018003377324286752,6.411139350452245E-4,-5.273341825228755E-13,-8.871083755736046E-8,-1.4315986005075815E-7
4.2684292047763235E-4,0.0019287397981271042,0,3.3201210436254905E-13,5.7322763646195404E-8,9.499707654481396E-8
6.296537024156056E-4,0,0.00240115429156758,3.2145320467272004E-14,4.922976102706249E-9,7.392746724869496E-9
6.212195896057432E-4,5.181290670486643E-4,0.0016945905487581118,-8.533186970066384E-14,-1.2296667502891174E-8,-1.693613696128245E-8
7.381200848234079E-4,0,0.0017668067842782687,-3.368722244416177E-13,-5.5083468005626385E-8,-9.088026200422791E-8
0,0,0.0028806729191142334,-5.184747901607598E-15,-9.845781787686106E-10,-1.7005963743559578E-9
0,6.744170606619949E-4,0.002567544703235575,6.768437626323376E-15,1.2747128500251297E-9,2.1315759075755063E-9
0,0.0011936264808161342,0.0019821591291448587,-6.443164338853602E-14,-1.4656380473143975E-8,-2.8615224555990667E-8
0,7.895675077599167E-4,0.003388132032600282,-1.796944034345268E-15,-3.4556109965652104E-10,-5.923018183110766E-10
9.451780187034287E-4,0,0.003316459168156387,1.5444369975172142E-15,4.535062259368975E-10,9.580518552982955E-10
0,0,0.003831155343061834,1.4790817831641941E-15,2.424519675278679E-10,3.745578701780598E-10
9.340100564996166E-4,0,0.004473030848894968,-1.868259025253377E-15,-3.3177434898972867E-10,-5.487661368907292E-10
0.0017527438110605928,6.779057730140241E-4,8.637137271306836E-4,1.1652107753309657E-13,1.9145004452454496E-8,3.2267358460350736E-8
0.0016423605996367227,0,0.0021519308227079034,-4.248747737359705E-14,-7.867777208896008E-9,-1.3433610681266761E-8
0.0028838656203392173,0,0.0018843971835073496,-3.1715155279092726E-14,-5.449936652749835E-9,-8.909749838389303E-9
6.784203723923489E-4,0.0015986608663065586,5.906327113048408E-4,-1.9527188332670419E-13,-3.1697365508424495E-8,-5.023689527044101E-8
9.746816272032328E-4,0.0013237041118741718,0.001406007303956178,-6.5230564083654224E-15,5.74503182520771E-10,2.688024954717507E-9
0.0011513428253732232,0.0019601887843325285,0,-1.2442941021078277E-15,9.110963513418814E-10,2.811633822459838E-9
0.0013311565186444345,0.0018558185835003144,4.984277102053721E-4,-1.0648836757589951E-14,-1.7698816564785123E-9,-3.2137541952111484E-9
0,0.0025065955879732694,6.234380147405613E-4,5.365465465970892E-14,8.954506543434254E-9,1.4411896469260541E-8
0,0.002880672919115452,0,-1.1994698236588056E-14,-1.944003451384358E-9,-3.0317478169011873E-9
6.528328946270609E-4,0.002547211542741769,0,3.629916747535867E-15,3.170015768497064E-10,2.4586607996314157E-10
0.003471267797282401,0,9.904125902693128E-4,1.3344244377751982E-14,2.34707330811948E-9,3.9024347691245105E-9
0.0038411669302268322,0,0,-4.361668052480189E-15,-7.471894730963072E-10,-1.217446947614348E-9
0.0033150741168367233,8.156947886220873E-4,6.802844690678996E-4,-9.48046597432964E-16,-9.26795637711299E-11,-2.405448872301282E-10
0.00452364934023281,0,9.638633167247017E-4,-1.947343518148815E-16,-5.7340642333243224E-11,-8.361727148838252E-11
0.0022104554744695527,0.001610793232087876,0,-5.743534803165026E-14,-9.366599851968686E-9,-1.5346526167693888E-8
0.005127527684174537,0,0,5.245323189440931E-16,9.052828314416032E-11,1.438359259885568E-10
0.004208999517626772,0.0010457838646253522,0,-1.1646670361302053E-15,-1.911044458449098E-10,-3.060702437296061E-10
0.0032398112551104722,9.715459441138859E-4,0,1.5075798880760203E-14,2.423056790737714E-9,4.005423115208963E-9
0.0018128752001025665,0.002965182299146697,0,7.134412448040504E-15,1.1730592991515578E-9,1.975833730481246E-9
6.961727838928281E-4,0.003306240618417955,0,-7.358795740956791E-15,-1.221194900452963E-9,-1.9897595951102544E-9
0,0.0022797043945515646,0.0016208947933688198,9.314613777464813E-15,3.319969151874059E-10,-9.023819185923695E-10
0,0.003831155343063179,0,4.8413824137743785E-15,7.61559194480327E-10,1.1835299380573195E-9
0,0.0032727038192483797,9.406715887301348E-4,-8.74589351864286E-15,-1.2309355723712299E-9,-1.7183357566215911E-9
9.777902446750893E-4,0.0011402065012205394,0.0033664826516165195,4.881076737666864E-15,7.430639784545347E-10,1.0713862674724788E-9
0.001210497163395199,0.0016231532044501706,0.002427047818241234,9.59519676389703E-15,1.7145086517037543E-9,2.8987041403706325E-9
0,0.0018590973756693063,0.003051817817974378,-6.312900468852444E-16,1.122085414083763E-10,4.656009966971204E-10
0,0.0012154065696356236,0.004400762785799438,-1.0150976788818943E-15,-1.7790809986963137E-10,-2.9185843903982497E-10
8.203628423888353E-4,9.622569010339407E-4,0.004847704633055268,-9.36401591568466E-16,-1.484014507803501E-10,-2.2478252687644226E-10
0,0,0.005114808649632718,5.825843950160236E-16,1.012307298797485E-10,1.6571051605071747E-10
0,0.0015974727409761651,0.005898746152767053,2.452282994293705E-16,4.3492759750448056E-11,7.213369387918461E-11
0.0026775875564383797,0,0.0040134191502898655,3.364943697493898E-15,6.197925864711165E-10,1.0613629662489704E-9
0,0,0.006848418624749069,2.1893550091989865E-18,2.2462307476234873E-12,6.31468441388499E-12
0.001527153978114625,0,0.005973714457479632,-4.871957777805221E-16,-9.379413343266068E-11,-1.6554947536038465E-10
0.004206012475530263,0,0.002430830703772698,1.2214620820632777E-15,2.0638204247858545E-10,3.505067228188029E-10
0.004750778858947686,0.001117648749764511,0.00110828191002734,-3.5394962162106196E-16,-6.118577235010271E-11,-8.564102799998573E-11
0.005882542786875519,0.0020623146147266632,0,-2.4359408746425024E-16,-3.951107830851333E-11,-6.75511639241894E-11
0.005866414189236286,0,0.0014817719050988086,-1.6784416705730886E-16,-2.53889287073741E-11,-4.604890949745712E-11
0.00624819284401312,8.889852202544167E-4,0.001538743590633762,-7.101238843072193E-17,-1.2826392774294858E-11,-2.375254458015177E-11
0.006864286466285875,0,0,1.0802041227428399E-17,1.5597902107371712E-12,5.088051788801612E-12
0.006268590844146206,0,0.0036085381081071084,-1.6026098146328931E-16,-2.7667710558579654E-11,-4.732118021830122E-11
0.002932725780129647,0.0020073173394680316,0.0015466466089282928,-1.2492025260231952E-16,-3.3838419789979407E-11,-1.2414561377068027E-10
0.0013100146735182344,0.002908661343484135,0.0013479529753465415,3.7839617087714664E-15,5.866392509934868E-10,9.249774990742695E-10
0.003787597898050447,0.002461482952838482,6.615324980718003E-4,2.13816681823024E-15,3.4739707339400946E-10,5.788958128537426E-10
0.003732726833213304,0.00236967183016652,0,3.0588918526588197E-15,5.000465168479607E-10,8.015006887209033E-10
0.0032504854777759907,0.004702736537676909,0,-1.605743521652619E-15,-2.568773071648174E-10,-4.117090232437418E-10
0.0011811793804397785,0.004321180020632523,0,-8.016251122988918E-16,-1.2298212283931075E-10,-1.9587103892891414E-10
0,0.0042230575573257885,0.0010078119479944498,2.9078936631254484E-16,4.101758139296247E-11,5.4825720262121966E-11
0,0.005114808649634923,0,-2.1764916953372046E-16,-3.3463803951378006E-11,-4.8752822909406876E-11
0,0.003752636758598379,0.002340510274136299,-1.5468060904632707E-15,-2.295406374074783E-10,-3.465009826543707E-10
0.0049410713973509724,0.004027237363150336,0,-2.502798023082334E-16,-4.2306226660646976E-11,-7.311735355159077E-11
0,0.003297037414911729,0.004800480086724165,1.960253013892804E-16,2.1537922201615048E-11,2.152742441516526E-11
0.008138148028626065,0.0017056506091458316,0,2.3204842822334304E-17,3.559200097833107E-12,5.600208329766866E-12
0.007910287106275421,0,0.0022444932252055363,2.088452470415514E-17,3.2812548684031736E-12,5.185972714856468E-12
0.009209142726858311,0,0,-8.993143557611781E-18,-1.4024971163513027E-12,-2.4264877372205014E-12
0.010597406066296052,0,0.00317483137641459,-2.879133302800698E-18,-4.1036930720762524E-13,-5.754798528821904E-13
0.012375011780976001,0,0,1.5227741045016468E-18,2.087286599406762E-13,3.136469364120609E-13
0.01046809062648045,0.002624927079885143,0,-3.4318511132363852E-18,-5.003753415619262E-13,-7.798594739917903E-13
0.0024311968445028137,0.002663174971095463,0.0038166557456858954,-8.598777164122059E-16,-1.5550197291614485E-10,-2.6093325731236885E-10
0.004878625215062236,0,0.004471770887655952,-1.1452138366973743E-16,-2.0215200530392533E-11,-3.6630619666502836E-11
0.001888557164397171,0.0017707086989215072,0.006807487085649035,-2.892262438610554E-17,-6.070093099686817E-12,-1.1822023214580867E-11
0,0.0032974629349006796,0.006642480386333366,-5.75749730137732E-17,-8.235390279270176E-12,-1.1277237762474753E-11
0,0.0021344980084503267,0.007795022899825972,-1.1532525863929793E-17,-2.2272928732794877E-12,-3.854231029412692E-12
0.0014301610098268107,0,0.007632497935055742,6.110457386475123E-17,1.1522797383683785E-11,2.0111710432439824E-11
0,0,0.009189707764543465,-9.81253019177103E-18,-1.9040840031801488E-12,-3.413965347426739E-12
0.003923505902299319,0,0.007011514494404656,-1.1325006499695744E-16,-2.0999232930906342E-11,-3.6018727171945314E-11
0.006156659998300106,0.002931499797178673,0.0029300673850771453,-2.4201936576028647E-17,-2.2323848768916666E-12,-9.35951133113812E-13
0.005486374780448281,0.006276866544484426,0,8.776992571833889E-17,1.393059521989423E-11,2.2177477873092334E-11
0.008042568051504143,0.00477672144739258,0,2.522789772174658E-17,3.943434285192614E-12,6.480003681598421E-12
0.008489850807110727,0,0.005249807471738781,1.220751594547424E-17,1.760671979795875E-12,2.4534966836360113E-12
0.0060689999547058485,0,0.005778393519923922,2.0158088382951075E-17,3.18974391321915E-12,5.220382042315195E-12
0.0015572715184986,0.00580126533604867,0,3.5320439900618894E-16,5.501816793484755E-11,8.652092411957892E-11
0.0028031583566336363,0.005333386476628588,0.0023537685500697268,-2.7091794634914366E-17,-1.1292867967241383E-12,3.803141202183528E-12
0.0033687687795128677,0.006666135553651655,0,1.1431521889150367E-16,1.761670389140851E-11,2.6911371822190908E-11
0.0022214738128129193,0.007754110357767221,0,-4.7879804105502135E-18,-6.471027315615898E-13,-7.748318613040418E-13
0.0011107369064064974,0.006831304380347435,9.949161699420684E-4,-6.865651726119094E-17,-1.1076487765537212E-11,-1.824681550554119E-11
0,0.0068484186247515615,0,-6.362409155225156E-17,-9.434525679857855E-12,-1.4562155317938203E-11
0,0.005908498402927451,0.001989832339883975,1.0465040999590523E-16,1.4462382136409766E-11,2.0909575407410584E-11
0,0.004927661381842979,0.004080688585467797,3.137634428188067E-16,5.0717396082146625E-11,8.001190053840116E-11
0,0.008116645869753827,0.0016888533309776924,6.7597778137212085E-18,1.5391621268306195E-12,2.969399107190854E-12
0,0.009189707764546728,0,1.1229904167618811E-17,1.760151955206816E-12,2.792747139230446E-12
0.013708466742889117,0.002702519945540841,0,1.6901264415515642E-18,2.804091963496666E-13,4.641201954089262E-13
0.013972643858501234,0,0.004319035787588059,1.0511145289184627E-18,1.7327794936761524E-13,2.8228492332817746E-13
0.0166493577340051,0,0,-4.448682089396612E-19,-6.961903652230722E-14,-1.114640976752734E-13
0,0.004278290192969494,0.007977617107663735,-9.414855545669361E-18,-1.66853907685935E-12,-2.7247667912953757E-12
0,0,0.012351684746060772,-2.769071870972335E-19,-4.287664291859068E-14,-5.673222102326262E-14
0.003044170263962476,0,0.010472536349822087,7.090583183158319E-18,1.2663813132663995E-12,2.1147145425650415E-12
0,0.0036572718147820506,0.010846532682439501,3.8481903047781444E-18,6.874850409403115E-13,1.1401990875825153E-12
0.00439853765809347,0.008066588343202232,0,-7.085546175196891E-18,-9.019457608718157E-13,-1.1469934206497218E-12
0.004711662470983394,0.006507002458924312,0.0031362166740993066,-8.150273109626732E-18,-1.866218190763707E-12,-3.6163637502508234E-12
0.007527455580584691,0.009068440896661147,0,-5.516934674502099E-18,-8.064597907569437E-13,-1.217489792300849E-12
0.0017992028755873207,0.005338513421660451,0.004784788434196311,4.64275517115029E-17,9.29123947040067E-12,1.6363174213090317E-11
0,0.005421070372236686,0.0062788575261796984,-3.47790285355938E-17,-6.006516902406045E-12,-9.813845745434869E-12
0.009104240842062282,0.004369805281787839,0.0036489648048339666,-6.362489123065774E-18,-1.098712963937128E-12,-1.866729371901182E-12
0.012286828701305479,0.0071837282723627004,0,2.134031564116345E-19,4.021090376364641E-14,6.403198386398738E-14
0.010893128072436207,0,0.006933348932336198,1.6424938514264049E-18,3.307190435072234E-13,6.267996268057147E-13
0.004028281957942039,0.00401800039726055,0.006609007252260965,6.171863815934774E-17,1.0827295675700863E-11,1.786357879920804E-11
0.0033690536640469167,0.002058115701246527,0.009242899089045725,-2.0981180863613234E-19,9.794364201927409E-14,3.6031286708960657E-13
0.007056847356087737,0,0.008362660487878528,7.449791404908877E-18,1.4228071079096703E-12,2.465646536289284E-12
0.00670058471524349,0.0014941784502297579,0.00863106102138897,-6.442080345209683E-20,1.043147072693716E-13,2.876215784868813E-13
0.008161123806633112,0.002477478172132712,0.006842196811530587,-7.515179383503802E-18,-1.4754493280727944E-12,-2.6704005776921287E-12
0.0023558312354917035,0.008461664424106242,0.0028483492777293708,-1.9332618749669222E-17,-3.3100428779111955E-12,-5.542749932783302E-12
0.0037946050578164196,0.01071839496576481,0,1.908991552070305E-18,2.8865065737655735E-13,4.349934620623469E-13
0,0.007900173398537325,0.004765330325728697,-1.5841099172464734E-17,-2.609342191224742E-12,-4.155901550071198E-12
0,0.012351684746064536,0,-1.3863214821824334E-18,-2.0678271803892637E-13,-3.1406588605228266E-13
0,0.01041632638928823,0.0025604818813595286,2.65000383240994E-18,4.4728930560353665E-13,7.399836971624103E-13
0,0.007481795450956426,0.00895512973311313,-3.60990006384013E-18,-6.415569590190651E-13,-1.0736795423039425E-12
0,0.013795897323878217,0.0027468148407872625,-2.0023866134705725E-18,-3.4542712298445295E-13,-5.764037112608837E-13
0.005951894448644166,0.011129879981676232,0.004036547904370444,3.907223615996118E-18,6.973980512646921E-13,1.194609231065506E-12
0.006732839544604043,0.012364926814060121,0,-6.897053921801946E-19,-1.418362078685592E-13,-2.573792181915602E-13
0.016397529544663416,0.00277916197883403,0.0021595178937940137,-4.266752193645931E-19,-7.340459555098878E-14,-1.2318427063944652E-13
0.018822415230825583,0.005558323957668049,0,-9.243764220068472E-20,-1.5765970735614222E-14,-2.6676512508946657E-14
0.022420295512498897,0,0,1.5621226395954466E-19,2.6611989848462964E-14,4.4491393440349443E-14
0.019856362945272404,0,0.006678355193537205,-8.079928603036429E-20,-1.4276042452329015E-14,-2.3958779095951255E-14
0.011176206966109669,0,0.011181764032054725,6.900147085429603E-19,1.2409602932028197E-13,2.1193715920017078E-13
0.004642452999427922,0.014769246099823195,0,-4.702823200697852E-19,-8.180790148264681E-14,-1.3797595816381843E-13
0,0.016622023792020598,0,8.575554862019938E-19,1.4706997692874973E-13,2.4403285039054133E-13
0.015103953447872784,0.0032442745626616917,0.008388720945134568,7.966471309637122E-19,1.435608092675996E-13,2.457982639121411E-13
0.014272094621089106,0,0.008435201388721243,-8.508801526855418E-19,-1.550318997695051E-13,-2.7072679432708885E-13
0.014582156968097103,0.006491356749946135,0.004466383112123759,4.084735888086523E-19,7.094655188055644E-14,1.2125291346608935E-13
0.01060181030620426,0.009820642666150948,0.004466383112123792,1.6910320758100484E-18,2.8561798102546514E-13,4.677270306047027E-13
0.016925354975054447,0.012441359991847235,0,-3.291812381284439E-19,-5.624602158411066E-14,-9.241308267692997E-14
0.010861721907039839,0.012216895790077637,0,-9.03327991150731E-20,-2.242171880680906E-14,-4.0754393564986637E-14
0.0024789921061858333,0.01664263291357745,0.0030706995716865237,-6.051940418130843E-19,-1.0738447774999617E-13,-1.8057074318295048E-13
0.0035573098843538933,0.004094345114928247,0.012011477023474416,-5.229613432676718E-18,-9.246613792832555E-13,-1.539650800369548E-12
0,0.006803982507588375,0.012418236425275004,1.1728646998516782E-18,2.0602805844245415E-13,3.454233165977393E-13
0.007071902175425812,0,0.01297303027865262,9.898792576236132E-19,1.53454997702008E-13,2.3075290281847537E-13
0,0.0043004959872625466,0.01468123512228416,6.445852936398189E-19,1.1247630268707649E-13,1.857189418368969E-13
0.0031671478921146247,0,0.013855091930190477,6.036229107794012E-19,1.0906081299475693E-13,1.8393487798565757E-13
0,0,0.01662202379201618,-2.574114451445182E-19,-4.647691070655406E-14,-7.890056699122688E-14
0.005094713479861735,0.009757318918501855,0.008009273281326295,-3.509110516762821E-18,-6.439624915428811E-13,-1.0714752025423934E-12
0.008379793218373741,0.0054194076994273695,0.009470912435017497,-1.9779928515831405E-18,-3.425309508071918E-13,-5.560109151535704E-13
0,0.012365276756360514,0.007213425393234298,2.7873265135347792E-18,4.75327281817936E-13,7.77271474605E-13
0.003322294975102663,0.008555846617889648,0.012967178847962108,1.5734131224126204E-18,2.794970088969856E-13,4.635157217531742E-13
0,0.010860328699137363,0.01195709947856437,2.0585367556771821E-19,4.364409384087273E-14,7.579976303502214E-14
0.004218175545200186,0.013921618313478726,0.009134117815023868,1.2076503095269927E-19,2.620635098881248E-14,4.5615733788560094E-14
0,0.008394408852899663,0.015623139184218296,-4.696073298626478E-19,-8.363615466875858E-14,-1.3911142138234754E-13
0,0.01885560261730605,0.005529239979590073,-1.3712612823082932E-19,-2.320404005190888E-14,-3.7301887222891005E-14
0,0.02238923704940944,0,8.132970429414367E-21,1.785310551172792E-15,3.0693375876035498E-15
0.007755827920141292,0.015153682803538735,0.003980528282622481,-1.419149655682568E-19,-2.086800919749148E-14,-3.430213115143222E-14
0.008834108422187771,0.016023759979494092,0,2.0638675745895944E-19,3.767318203984336E-14,6.563147623659865E-14
0.013572736857045456,0.016112771071565217,0,1.9217613301605883E-20,2.6244306609299655E-15,4.775601624903132E-15
0.02232874722564289,0.004174259579397059,0.0034321664998092478,-5.51712683443667E-20,-9.929399007436026E-15,-1.7127673833942294E-14
0.026644772151892083,0.007854618694359845,0,-2.4198974914946744E-21,-3.8514386957948816E-16,-5.348533108347115E-16
0.030211832091249006,0,0,-7.326268398592866E-21,-1.2013256180544678E-15,-1.974989490503343E-15
0.02212259877204344,0.012117907350547477,0,7.678619082233831E-20,1.3389559767101057E-14,2.2387716436929448E-14
0.026881592397941446,0,0.0077020494545591706,1.0886939332820637E-20,1.9777327457921794E-15,3.38205987088989E-15
0.03527940553384448,0.00923877756053238,0,-2.5597053818424085E-21,-4.828747157238765E-16,-8.283171918025451E-16
0.0407314468554624,0,0,1.6208961366246895E-21,2.8596641164321476E-16,4.793086939848344E-16
0.03566454086272553,0,0.008971972772010057,-1.6878649149439841E-21,-3.0673127646017333E-16,-5.165113760348904E-16
