% Model,AdvancedModel.mph
% Version,COMSOL 5.5.0.359
% Date,"Sep 8 2024, 18:57"
% Dimension,3
% Nodes,1158
% Expressions,2
% Description,Dependent variable
% Length unit,m
% x,y,z,Tcell (kg/m^3) @ t=0,Tcell (kg/m^3) @ t=0.2
0.016249,0.051732,0.01652,0,7.356936434068447E-13
0.022286,0.040579,0.009456,0,1.5192795889040843E-12
0.023744,0.046177,0,0,-3.3519879972194866E-13
0.034082,0.04174,0,0,2.3087391510576466E-12
0.021844,0.056229,0,0,-1.5080064545934336E-13
0.032043,0.053367,0,0,-1.1328862159150435E-12
0,0.07648,0.020155,0,1.4021299004510585E-13
0.01297,0.067449,0.012327,0,-1.9015210686827612E-13
0,0.086555,0.012993,0,7.741842998470254E-14
0.019647,0.068638,0,0,1.4400971683133351E-13
0.029944,0.062158,0,0,-3.862857049343271E-14
0.013736,0.08139,0,0,7.464136016470643E-14
0.007988,0.091521,0,0,-3.469947033168386E-14
0.013275,0.1,0.013275,0,0
0,0.1,0.017867,0,0
0,0.1,0,0,0
0.045421,0.03515,0,0,-5.531135530194222E-13
0.083043,0,0,0,1.658447364901358E-14
0.075813,0,0.011915,0,-3.7728581527403103E-14
0.088613,0,0.011294,0,-2.7743375895550332E-15
0.076011,0.01114,0,0,-1.8151185219189346E-14
0.088702,0.011218,0,0,-1.1401956033474063E-14
0.1,0,0,0,0
0.017036,0.1,0.066842,0,0
0,0.084564,0.063153,0,-2.8345106773568468E-16
0,0.1,0.056682,0,0
0,0.085872,0.04578,0,-3.183596153601433E-15
0.016945,0.1,0.046848,0,0
0,0.1,0.036742,0,0
0.068681,0.013826,0.014068,0,4.8024387642261487E-14
0.08372,0,0.026354,0,-2.2418244002308966E-14
0.1,0.013291,0.013291,0,0
0.1,0,0.017867,0,0
0.067943,0,0.022989,0,1.6918624600639974E-13
0.068045,0.02154,0,0,1.0902564050843368E-13
0.031441,0.036016,0.016099,0,-1.0042805549804549E-11
0.04543,0.034557,0.014183,0,1.6703058843092332E-12
0.057796,0.030259,0,0,3.387027470963599E-14
0.060572,0.028341,0.016548,0,-5.648622528014804E-13
0.04815,0.013493,0.034425,0,2.5095553416388073E-12
0.056551,0,0.030792,0,-6.509010852519298E-13
0.056099,0,0.044378,0,-6.738443134107152E-13
0.069379,0,0.037291,0,2.6453508308822175E-13
0.06069,0.016634,0.02872,0,-4.92468861108482E-13
0.1,0.017292,0.066681,0,0
0.083159,0,0.064113,0,1.1815183250030499E-14
0.1,0,0.056682,0,0
0.083827,0,0.045897,0,-1.4991989116052476E-14
0.1,0.016853,0.04665,0,0
0.1,0,0.036742,0,0
0.1,0.01515,0.027528,0,0
0.045197,0.02545,0.069479,0,-3.4600722131240325E-13
0.049814,0.021553,0.046534,0,1.0416489984293774E-12
0.020954,0.048744,0.048687,0,7.307789882520733E-13
0.0729,0.026999,0.062106,0,-4.5514743972141634E-14
0.068687,0,0.053301,0,8.107238321183279E-14
0.072563,0.018144,0.044443,0,-2.8432817346824467E-14
0.029502,0.050569,0.068745,0,-1.7544363143059127E-13
0.024643,0.075718,0.070063,0,2.2778644694500314E-14
0.036272,0.078212,0.1,0,0
0.035793,0.1,0.078845,0,0
0.049038,0.1,0.1,0,0
0.052463,0.047512,0.071147,0,7.629046220351409E-14
0.048279,0.057004,0.1,0,0
0.046908,0.070185,0.079174,0,-2.980962558109509E-15
0.065118,0.052301,0.1,0,0
0.071873,0.040762,0.079448,0,-7.393576450041076E-15
0.1,0.036,0.078744,0,0
0.1,0.049038,0.1,0,0
0.061958,0.07547,0.1,0,0
0.08112,0.060977,0.1,0,0
0.016051,0.083143,0.037462,0,8.204666274337698E-15
0,0.084733,0.028854,0,-6.428869524942532E-15
0.015257,0.1,0.027642,0,0
0.022118,0.071144,0.022613,0,-2.952715599797267E-13
0.025417,0.069479,0.045197,0,-1.8471110308617758E-13
0.043851,0.049342,0,0,4.2587915073962156E-13
0.035076,0.058738,0.016018,0,7.910127029220118E-13
0.040951,0.060613,0,0,-2.3318539970196715E-13
0.035234,0.071943,0,0,-6.527374420220545E-14
0.028268,0.084007,0,0,7.712824280770843E-14
0.027304,0.1,0.013981,0,0
0.017867,0.1,0,0,0
0.056241,0.044521,0,0,-4.683551321565619E-13
0.069329,0.036837,0,0,1.665390834559197E-13
0.083708,0.025915,0,0,-3.439375494871165E-15
0.1,0.017867,0,0,0
0.1,0.027304,0.014399,0,0
0.03389,0.1,0.056425,0,0
0.035963,0.1,0.034462,0,0
0.074166,0.027289,0.027,0,4.609078530451894E-14
0.050092,0.047051,0.021718,0,5.138289206088261E-13
0.067298,0.045258,0.01602,0,-4.157118273021091E-14
0.1,0.034467,0.056273,0,0
0.1,0.036005,0.034494,0,0
0.074103,0.043827,0.044711,0,1.3413248066049383E-14
0.049846,0.073642,0.05491,0,7.274839649764246E-14
0.052368,0.1,0.065356,0,0
0.060685,0.1,0.081145,0,0
0.074274,0.1,0.1,0,0
0.069506,0.063303,0.069572,0,-8.047501962669732E-15
0.081249,0.080269,0.1,0,0
0.1,0.060788,0.081186,0,0
0.1,0.074274,0.1,0,0
0.1,0.052424,0.065337,0,0
0.080269,0.1,0.081249,0,0
0.1,0.080269,0.081249,0,0
0.1,0.1,0.1,0,0
0.038144,0.079856,0.017092,0,3.6756479592314036E-14
0.05419,0.058042,0,0,-1.584691095629352E-13
0.050735,0.071481,0,0,-5.6740681071148435E-14
0.048998,0.069297,0.028664,0,-1.8852056983743917E-13
0.046296,0.1,0.016636,0,0
0.045206,0.084462,0,0,-1.1467686843296967E-14
0.036742,0.1,0,0,0
0.068914,0.054029,0,0,6.274858849183262E-14
0.084111,0.046282,0,0,-1.192585195659839E-14
0.1,0.046299,0.016637,0,0
0.1,0.036742,0,0,0
0.056168,0.1,0.048394,0,0
0.056644,0.1,0.030509,0,0
0.073705,0.059132,0.025928,0,-5.720291944356511E-15
0.1,0.055559,0.048374,0,0
0.1,0.056712,0.030823,0,0
0.075075,0.075715,0.046698,0,2.3777526044755378E-14
0.075305,0.1,0.061973,0,0
0.1,0.075304,0.062109,0,0
0.1,0.1,0.074274,0,0
0.066165,0.069605,0,0,2.0654526587056542E-14
0.066029,0.077688,0.01948,0,2.5097866825780622E-14
0.062419,0.08492,0,0,-2.8840126255408924E-15
0.066591,0.1,0.016779,0,0
0.056682,0.1,0,0,0
0.083169,0.064732,0,0,-7.192980699492024E-15
0.1,0.067214,0.017608,0,0
0.1,0.056682,0,0,0
0.078203,0.1,0.036272,0,0
0.1,0.078483,0.037002,0,0
0.1,0.1,0.049038,0,0
0.081477,0.08295,0,0,-7.391719329986435E-15
0.1,0.084603,0.016055,0,0
0.084508,0.1,0.015467,0,0
0.077747,0.1,0,0,0
0.1,0.077747,0,0,0
0.1,0.1,0.024283,0,0
0.1,0.1,0,0,0
0.002778,0.002767,0.00187,0,-0.0014443286892929343
0.002203,0.002194,0.002588,0,-1.0863937885474457E-4
0.004126,0.002115,0.002086,0,4.4932336830337083E-4
0.003583,0.00357,0.00421,0,1.2430322715575944E-6
0.00553,0.005338,0.005297,0,6.406714200892834E-7
0.004757,0.00828,0.004853,0,8.272188417347801E-7
0.00905,0.009048,0.009096,0,-3.6802400270665146E-8
0.012705,0.020109,0.011592,0,-2.917557047997719E-10
0.0216,0.021612,0.021693,0,9.034236350709625E-11
0.021786,0.041208,0.021773,0,-7.913637139234848E-12
0.046102,0.024869,0.024536,0,3.35340562587846E-12
0.033156,0.033376,0.032628,0,-4.636082205096544E-12
0.028491,0.028459,0.049049,0,2.8089504811839525E-12
0.02853,0.049038,0.028574,0,1.7106303836259882E-12
0.05857,0.034387,0.03543,0,-2.916248269113881E-14
0.050446,0.047959,0.047952,0,-1.0839131503504548E-13
