% Model,AdvancedModel.mph
% Version,COMSOL 5.5.0.359
% Date,"Sep 8 2024, 18:57"
% Dimension,3
% Nodes,1158
% Expressions,2
% Description,Dependent variable
% Length unit,m
% x,y,z,Tcell (kg/m^3) @ t=0,Tcell (kg/m^3) @ t=0.2
0.001425,0,0.005576,0,5.535797143362698E-5
0,0.0024,0.004782,0,-3.498777328434652E-5
0.001185,0.004313,0.002203,0,-4.2999780450578127E-4
0,0.005197,0.002297,0,-5.2239598325850303E-5
0,0.003774,0.003432,0,2.677326674938356E-4
0,0.004721,0.003411,0,3.898828616299009E-5
0,0.006133,7.93E-4,0,-2.1950213218569362E-5
7.3E-4,0.006034,0,0,-9.367105956401505E-5
0,0.006645,0,0,3.832171629396809E-5
0.001509,0.005619,0,0,3.837419153698179E-5
9.78E-4,0.007262,0,0,-1.1027369694580672E-6
0,0.007224,0.001066,0,2.918481642771054E-6
0.00151,0.006536,0,0,2.2015149626387576E-5
0,0.00788,0,0,-4.186354723178829E-6
0,0.009368,0,0,6.048602708176062E-7
0,0.008624,0.001154,0,-8.462287976698708E-7
0.001177,0.008574,0,0,-4.0498987211767023E-7
0.002466,0.004957,0,0,4.0542787520365275E-4
0.002878,0.001208,0.00282,0,-0.0016581171241596539
0.003842,0,0.003026,0,8.79305091922816E-5
0.002373,0,0.003992,0,2.7813403651866524E-4
0.003432,0,0.003774,0,3.65011538938126E-4
0.004607,0.001211,0.001359,0,-3.143609198997395E-4
0.004772,0.002481,0,0,3.814310045505774E-4
0.004598,0.001468,0,0,4.1855828506046994E-4
0.005176,0,0.00137,0,3.088144635323803E-4
0.006034,0,7.3E-4,0,6.270525910864935E-5
0.004782,0,0.0024,0,1.2426521954960563E-5
0.006142,8.93E-4,0,0,5.608340658298955E-5
0.006645,0,0,0,-2.5078101070593497E-5
0.005526,0.001657,0,0,-4.006869002154598E-6
0.005862,0,0.001843,0,5.7209965307731366E-5
0.003109,0.003036,0.001016,0,-6.39732093425503E-4
0.003685,0.003125,0,0,2.878631643930612E-4
0.005223,0.003059,0.001416,0,9.53510880726083E-5
0.005928,0.002861,0,0,-4.102842471236127E-5
0.004956,0.003741,0,0,-1.205144836337186E-4
0.004095,0.001181,0.002868,0,1.7004762556904523E-4
0.004589,0,0.00387,0,-5.110652378169114E-5
0.006021,0,0.003064,0,-1.723899176949559E-5
0.001988,0.003472,0.002955,0,1.8903822818012582E-4
0.001841,0.005481,0.00186,0,1.3166659693710894E-4
0,0.006311,0.001896,0,-4.5558959490811984E-5
0.002408,0.006292,0,0,-9.899220001084959E-5
0.003066,0.00415,0.001345,0,2.1786576963186514E-5
0.003574,0.004397,0,0,7.811471024707982E-6
0,0.006098,0.0032,0,3.225297493227396E-5
0,0.001435,0.006531,0,4.20048241925231E-6
0,9.78E-4,0.007262,0,2.5043530631433385E-6
0,0,0.00788,0,-5.527397976298035E-7
0,0.001072,0.008614,0,-6.95548031717156E-8
0.001154,0,0.008624,0,-1.9216270791985933E-6
0,0,0.009368,0,9.510200773752647E-7
0.001066,0,0.007224,0,4.074190799708643E-6
0.001454,0.00144,0.006075,0,-2.0905224715383997E-5
0,0.00137,0.005176,0,-1.1217265549462543E-4
0,0.001843,0.005862,0,9.854586569064087E-6
0.001896,0,0.006311,0,1.074576474844609E-5
0.001807,0.001792,0.004088,0,2.110708623119509E-4
9.91E-4,0.001848,0.004881,0,7.628488404037276E-5
0.001361,0.003187,0.00451,0,6.014230239539368E-5
0,0.00387,0.004589,0,-8.833435791515216E-5
0.002297,0,0.005197,0,-6.300952026702834E-5
0.003411,0,0.004721,0,-1.1557115147547589E-4
0,0.003064,0.006021,0,-1.3475199471028434E-5
0,0.002167,0.006958,0,9.91020162623105E-6
0,0.005505,0.004657,0,9.460875835585567E-6
0,0.007249,0.00432,0,3.43027793273907E-6
0.001896,0.004688,0.004622,0,-1.393486587102786E-5
0,0.004652,0.006254,0,4.7381422390245E-6
0,0.006626,0.006186,0,5.677865427794519E-7
0.001878,0.006797,0.001473,0,-2.049643674414747E-6
0,0.007638,0.002594,0,4.150287055760746E-6
0.002011,0.007495,0,0,5.328196756770389E-6
0.003336,0.007398,0,0,9.873992128999745E-6
0.001461,0.010229,0,0,3.2977999835890583E-7
0,0.010283,0.001418,0,2.693838626999789E-8
0,0.011163,0,0,-6.03868201823766E-8
0,0.013327,0,0,-5.633572118143512E-8
0,0.012245,0.001677,0,1.1794365461712657E-7
0.001767,0.012141,0,0,5.465273469599927E-8
0.002055,0.014542,0,0,2.0017907006605813E-8
0,0.014587,0.001995,0,1.0229370407721049E-8
0,0.015937,0,0,-3.871042524041032E-9
0.00188,0.008794,0.002002,0,4.739794534249511E-7
0,0.009284,0.002383,0,-2.060739367842344E-7
0,0.009104,0.00386,0,-2.142524404261319E-6
0.0027,0.008918,0,0,-1.7605227945306435E-6
0,0.01083,0.003062,0,-5.331859628457017E-7
0.001907,0.011688,0.002113,0,-2.7847844768358976E-7
0,0.012861,0.003851,0,2.0598332843705103E-7
0,0.010861,0.005159,0,-2.2484126363315374E-7
0.003636,0.012978,0,0,1.896149135863119E-7
0.003588,0.005812,0,0,-3.605023383492428E-5
0.006609,0.00433,0,0,1.5419581771032961E-6
0.005032,0.005262,0,0,-1.0414863390105357E-5
0.006531,0,0.001435,0,-2.5383275050839412E-5
0.007262,9.78E-4,0,0,-3.8557338253737384E-6
0.00788,0,0,0,3.022969211320623E-6
0.007262,0,9.78E-4,0,3.981697628895778E-6
0.008614,0,0.001072,0,3.0352300247523484E-9
0.00863,0.001146,0,0,7.593091256994832E-8
0.009368,0,0,0,-3.8687660451219E-7
0.010266,0,9.75E-4,0,7.94126734283351E-8
0.010292,0.001344,0,0,-4.8417983327421904E-8
0.011163,0,0,0,9.275705165352442E-9
0.00396,0.001733,0.004259,0,3.715423146989873E-5
0.0032,0,0.006098,0,7.620230653128797E-6
0.006413,0.001921,0.001994,0,-7.787398644885091E-6
0.006958,0,0.002167,0,2.798439420813989E-7
0.008089,0,0.002107,0,-3.228983501398535E-7
0.006624,0.001923,0,0,1.1012415689844104E-6
0.007064,0.003117,0,0,1.2852090887266976E-5
0.007841,0.002143,0,0,2.761252295463346E-6
0.006988,0.00378,0.001835,0,-7.990113364737065E-6
0.008257,0.003581,0,0,1.3659707238814832E-6
0.004657,0,0.005505,0,-3.4783077851153443E-6
0.006254,0,0.004652,0,1.2141259883358863E-5
0.007928,0,0.003443,0,8.145258751401621E-6
0,9.75E-4,0.010266,0,-3.7684436377885455E-7
0.001418,0,0.010283,0,-2.6507293389800737E-7
0,0,0.011163,0,1.3240344564251218E-7
0.004382,0.004435,0.002192,0,4.516095749607048E-5
0.005407,0.002965,0.00346,0,-5.460145730489897E-5
0.003064,0.006359,0.003009,0,-2.442834757199594E-5
0.002276,0.00828,0.004505,0,2.9490708189409275E-6
0,0.008722,0.005926,0,-1.4656528201738156E-6
0.002016,0.001837,0.008338,0,2.0027869220002286E-6
0,0.002107,0.008089,0,-3.6936460192424245E-6
0,0.003443,0.007928,0,2.4041246759600634E-6
0,0.002228,0.009438,0,-6.291633848660245E-7
0.002383,0,0.009284,0,-8.455046113240873E-7
0.002594,0,0.007638,0,4.701237952238952E-6
0.00386,0,0.009104,0,-1.3294765117442404E-6
0.002598,0.002563,0.006513,0,-1.4582692269479836E-5
0.00432,0,0.007249,0,1.709448291734417E-6
0,0.003823,0.010145,0,-5.164676820912532E-7
0.00237,0.01751,0,0,-1.9027357724509644E-11
0,0.017453,0.003258,0,6.566064401426433E-9
0,0.019084,0,0,-2.51928951669336E-9
0.002934,0.005646,0.006421,0,3.0962588874943504E-6
0,0.005509,0.008301,0,-1.4605738875958526E-6
0,0.008017,0.008195,0,-4.2352821996174787E-7
0.011651,0,0.00181,0,1.5109163838251752E-8
0.012265,0.001711,0,0,5.199071060565904E-8
0.013327,0,0,0,-2.435586300624003E-8
0.010996,0.002767,0,0,-9.244626682506707E-8
0.014387,0,0.002054,0,1.5340469057701113E-8
0.014632,0.002067,0,0,-1.3716814733406369E-8
0.015937,0,0,0,-1.5863353853651135E-9
0.012331,0,0.003629,0,2.2073414873652898E-8
0.003978,0.007832,0.001904,0,2.1708599835081262E-6
0.004833,0.006976,0,0,6.048267247404696E-6
0.004178,0.008581,0,0,-3.2061273466241574E-6
0.003768,0.010585,0,0,-2.0864082637416164E-7
0.006004,0.00919,0,0,-5.234448012290426E-7
0.003114,0.015047,0.003136,0,1.6446244015905653E-8
0,0.015124,0.004364,0,-5.220066808466526E-8
0.004807,0.015134,0,0,-4.076885944170757E-8
0.003657,0.011779,0.003627,0,-4.654408645748916E-7
0.002728,0.010062,0.006296,0,-4.593909617349283E-7
0,0.010496,0.007616,0,4.278189109424928E-7
0,0.013234,0.006699,0,1.2963370205489312E-7
0,0.012075,0.008792,0,4.076319998269884E-8
0.005782,0.012491,0,0,1.2687293512577534E-7
0.005717,0.006778,0.002567,0,-1.419490059849606E-6
0.006589,0.006532,0,0,1.9375586283435703E-6
0.008674,0.005457,0,0,5.002760502136954E-7
0.010112,0.004164,0,0,4.2152116610527595E-7
0.008849,0.00805,0,0,2.751318426451479E-7
0.008627,0.002163,0.002086,0,3.82259686805535E-7
0.009438,0,0.002228,0,-1.5658499680515008E-6
0.00934,0.002495,0,0,-8.947612569562128E-7
0.005366,0.002626,0.006142,0,1.2197185223047976E-6
0.007461,0.003863,0.003816,0,1.3391765765991998E-6
0.008301,0,0.005509,0,-2.3344864598825016E-6
0.006186,0,0.006626,0,-1.0186599772574485E-6
0.010145,0,0.003823,0,-2.5765903792277078E-8
0.00289,0.002888,0.009983,0,6.637336207388837E-7
0.003062,0,0.01083,0,3.659387377329603E-8
0.005159,0,0.010861,0,-7.422714318258895E-8
0,0.00181,0.011651,0,-3.954500365000054E-8
0.001677,0,0.012245,0,-1.289609885971839E-7
0,0,0.013327,0,1.5678576725808713E-8
0,0.002054,0.014387,0,5.1867707331397724E-8
0.003851,0,0.012861,0,-9.008027008361959E-8
0,0.003629,0.012331,0,-1.5617639784319146E-7
0.001995,0,0.014587,0,2.859294442100379E-8
0,0,0.015937,0,-2.315072858981239E-8
0,0.002205,0.0175,0,8.809154204943748E-10
0.004368,0.002156,0.008246,0,7.233002234357934E-7
0.008195,0,0.008017,0,-4.56281655156223E-9
0.005926,0,0.008722,0,-1.539973704926186E-7
0,0.021249,0.003375,0,1.6831020677839135E-9
0.003325,0.020846,0,0,3.292535718333967E-9
0,0.022878,0,0,-7.585784583441616E-10
0.006809,0.018612,0,0,-1.3596078023786194E-9
0.008125,0.014903,0,0,-2.699866241504919E-8
0.005844,0.003281,0.011767,0,-1.1125871413431272E-7
0.007616,0,0.010496,0,6.684846992697005E-8
0.008792,0,0.012075,0,2.0773958745694426E-8
0.006699,0,0.013234,0,4.721864953174156E-8
0.004875,0.004834,0.008816,0,-4.850352827508893E-9
0,0.006428,0.011061,0,8.83234879126582E-8
0.003972,0.017969,0.006167,0,-1.4809038725978459E-8
0,0.019565,0.006548,0,7.280992939540672E-9
0,0.016404,0.00666,0,-9.992320492614653E-9
0.004523,0.010914,0.008702,0,-1.6599370896651464E-7
0,0.010258,0.010668,0,4.156666952085877E-8
0,0.014311,0.010185,0,8.798972356816996E-9
0.019084,0,0,0,-6.235571996238819E-10
0.021013,0.00302,0,0,1.4629824962567631E-9
0.017544,0.002489,0,0,2.637046539711036E-9
0.02097,0,0.002837,0,2.2927099988031504E-10
0.022878,0,0,0,-6.207942555569832E-10
0.0175,0,0.002205,0,-2.793773271486323E-9
0.01154,0.004089,0.003827,0,-1.603761695961197E-7
0.011287,0.006445,0,0,-5.814678421088093E-8
0.011061,0,0.006428,0,2.5510565924440626E-7
0.016025,0.002716,0.002702,0,7.394024561748945E-9
0.016313,0,0.004184,0,-6.735580374494557E-9
0.015834,0.004241,0,0,-1.2039996512314082E-8
0.012969,0.004123,0,0,1.680592186453695E-8
0.018452,0.005395,0,0,-1.2676598823731846E-8
0.014022,0,0.005055,0,1.1778529327560169E-8
0.007013,0.010542,0.003185,0,-7.9949725871555E-9
0.00854,0.011257,0,0,2.253092145261206E-8
0.006426,0.014445,0.00631,0,4.558238492655751E-8
0.009277,0.007966,0.004521,0,-9.559298871958093E-8
0.015196,0.007237,0,0,3.890471605877985E-8
0.011677,0.01361,0,0,-5.62934251753478E-9
0.011925,0.009639,0,0,9.594103830276524E-10
0.025041,0,0.0034,0,3.836011881380581E-10
0.009401,0.003203,0.006811,0,-9.433704209176521E-8
0.010668,0,0.010258,0,1.1486422474496903E-9
0.013916,0,0.00835,0,1.9202621821101184E-8
0.016702,0,0.006869,0,-1.201039686288274E-8
0.018952,0,0.004738,0,3.010098068579016E-9
0.025152,0.003622,0,0,-9.098579031034426E-11
0.027454,0,0,0,6.18479014176946E-11
0.003335,0.003266,0.014168,0,-5.169458748229579E-8
0,0.005055,0.014022,0,6.953214203204211E-9
0,0.004184,0.016313,0,1.2037408115403537E-8
0.004364,0,0.015124,0,2.599014563345397E-8
0.003258,0,0.017453,0,7.866092018979223E-9
0,0,0.019084,0,-2.9115635761831896E-11
0,0.004738,0.018952,0,8.197220120457731E-9
0,0.006869,0.016702,0,9.491504356337828E-10
0.00666,0,0.016404,0,-3.570899601926605E-9
0,0.002837,0.02097,0,-1.0249899598637789E-9
0.003375,0,0.021249,0,-1.582685223395856E-9
0,0,0.022878,0,6.190070436253909E-10
0,0.0034,0.025041,0,3.7206420887509304E-10
0.003737,0,0.025282,0,7.528523790070412E-11
0,0,0.027454,0,-1.6566736054873152E-10
0.009157,0.004387,0.010575,0,-1.5111142927749557E-8
0.010185,0,0.014311,0,5.0409187689758475E-9
0,0.019217,0.00968,0,-7.593765656387893E-11
0,0.022981,0.007939,0,1.1292632245587197E-9
0.003821,0.025061,0,0,-6.189985059808787E-10
0,0.025282,0.003737,0,-3.1119475262258684E-10
0,0.027454,0,0,2.6673982855492526E-10
0.004375,0.030015,0,0,1.1813178484973913E-10
0,0.030269,0.004444,0,7.902902640627724E-12
0,0.03297,0,0,-4.5644473069404454E-11
0.006611,0.022544,0,0,-6.784520965345693E-10
0.006741,0.021411,0.006905,0,9.727227727368144E-10
0.008342,0.026603,0,0,-1.5824182235253822E-10
0,0.027464,0.007752,0,-2.188593417786095E-10
0.010578,0.021849,0,0,6.033919354234955E-10
0.011162,0.017788,0.005816,0,-3.926197744145974E-9
0.011297,0.017748,0,0,6.5070322261371664E-9
0.015626,0.016652,0,0,1.3228917433649398E-9
0.01496,0.021679,0,0,2.451402023419174E-10
0.005879,0.005727,0.014609,0,3.874684890696568E-9
0.00968,0,0.019217,0,-1.4335451682289311E-9
0,0.00835,0.013916,0,-2.8683522555106854E-8
0.00452,0.010421,0.013657,0,1.10264826723971E-8
0,0.010101,0.017002,0,1.84229459151868E-9
0,0.012402,0.014317,0,-7.620025124314534E-9
0,0.009507,0.020377,0,-3.2966893972988594E-9
0.007401,0.014855,0.01404,0,5.034759541221085E-9
0,0.014406,0.019372,0,-1.8731562429348744E-9
0,0.017308,0.014314,0,-1.1884849173968432E-9
0.030092,0,0.004268,0,-1.041529695099422E-10
0.020009,0.004506,0.004286,0,-2.78757142511131E-9
0.022114,0.006422,0,0,2.8915579962968386E-9
0.019009,0.00896,0,0,-7.529086403751287E-9
0.02262,0,0.006493,0,2.5103758420940666E-10
0.015651,0.011648,0,0,-6.387327840229768E-9
0.015564,0.005586,0.005663,0,2.6052368853081522E-8
0.017002,0,0.010101,0,-5.290021050066043E-9
0.013608,0.012516,0.00608,0,1.9361850261181085E-9
0.026048,0.007198,0,0,-6.253791647811492E-10
0.022508,0.010305,0,0,6.683932946431924E-10
0.024292,0.005738,0.005596,0,4.289521356256136E-10
0.026905,0,0.007,0,-2.751606317336902E-10
0.014163,0.004582,0.010371,0,7.447786914668683E-9
0.014317,0,0.012402,0,-4.6290613620414545E-9
0.020576,0.010108,0.005401,0,-1.7850459790435026E-9
0.020697,0.013907,0,0,1.6969740561482025E-9
0.020377,0,0.009507,0,-7.059067094918197E-11
0.039623,0,0,0,-4.075463816974236E-12
0.036573,0.004715,0,0,7.259299701294444E-12
0.03297,0,0,0,3.450753435475838E-11
0.036297,0,0.005269,0,-3.869334751820298E-12
0.030402,0.006102,0,0,-4.208848277344523E-11
0.026324,0.011354,0,0,2.600219737860074E-10
0.006548,0,0.019565,0,-1.5969025712700607E-10
0.006552,0.00701,0.020473,0,-4.926409719095347E-10
0.007939,0,0.022981,0,4.10780850747896E-10
0,0.006493,0.02262,0,-2.4181012497891E-10
0.005004,0.005204,0.025965,0,1.6169559895516903E-10
0.004444,0,0.030269,0,-1.581414440660854E-11
0,0.004268,0.030092,0,-2.204404159083775E-11
0,0,0.03297,0,2.8837808138523797E-11
0,0.007,0.026905,0,-2.3590018452128905E-10
0.007752,0,0.027464,0,-8.440294963631621E-11
0,0.011427,0.025278,0,6.4383856878109E-10
0,0.00941,0.031425,0,-8.769077469660304E-11
0.014822,0.007223,0.014855,0,1.4003689104900965E-9
0.014314,0,0.017308,0,-1.4776011812037077E-10
0.019372,0,0.014406,0,-5.468251900709252E-10
0.025278,0,0.011427,0,2.7848491754684695E-10
0.016027,0.006366,0.021899,0,5.972630289135573E-11
0.013077,0,0.021914,0,1.5882945069065858E-10
0.01896,0,0.021589,0,8.583425682897612E-11
0.01549,0,0.0248,0,-6.52557177072852E-11
0.012048,0,0.026449,0,-8.849694025067659E-11
0.017873,0,0.029246,0,-8.652844868338376E-12
0,0.005269,0.036297,0,-3.5135188539378203E-12
0,0,0.039623,0,-9.664165069343155E-13
0.005347,0,0.036303,0,-8.051655654598066E-12
0.006354,0,0.043634,0,3.2788099767582114E-12
0,0.00669,0.043711,0,-1.691159303104007E-13
0,0,0.047644,0,-9.84484731760154E-13
0,0,0.068979,0,5.5718385626742544E-14
0.010164,0,0.074617,0,9.231878772795022E-15
0,0.011915,0.075813,0,8.758363227887121E-15
0,0,0.083043,0,-4.391725807403617E-14
0,0.021914,0.013077,0,3.037318428294271E-10
0.006452,0.024312,0.01314,0,-7.467227253953365E-10
0,0.026449,0.012048,0,1.6958621939462246E-10
0,0.0248,0.01549,0,9.41393209139384E-11
0,0.021589,0.01896,0,4.371337808380919E-10
0.004781,0.035703,0,0,-1.9730969285167663E-11
0,0.036303,0.005347,0,-7.694635021774366E-12
0,0.039623,0,0,9.501132878217842E-12
0.00603,0.043662,0,0,3.0413678664704318E-12
0,0.043634,0.006354,0,9.313156897392287E-13
0,0.047644,0,0,-1.786086968921406E-12
0.019142,0.01709,0.006246,0,5.748465614834881E-10
0.026302,0.017678,0,0,-1.9253998406371232E-11
0.02011,0.020498,0,0,-4.4977152187075916E-10
0.008521,0.030048,0.008223,0,4.143221319614874E-11
0.018368,0.025409,0,0,-1.0192987634309033E-10
0.012843,0.023679,0.005907,0,1.5981011099225013E-10
0.013571,0.026499,0,0,-8.58547978162724E-11
0,0.029246,0.017873,0,1.6674384243796787E-11
0.010811,0.032628,0,0,3.813559345537039E-12
0,0.032337,0.010592,0,4.739679847623807E-11
0,0.038986,0.010694,0,-1.227190419925735E-11
0.025505,0,0.025982,0,-4.777537668100149E-11
0.043711,0,0.00669,0,-3.2593623765059935E-13
0.043099,0.007984,0,0,-2.1066088069465521E-13
0.047644,0,0,0,5.717246819912781E-13
0.057317,0,0,0,-4.2174789908897055E-14
0.052663,0.007845,0,0,1.31353899865845E-13
0.052123,0,0.007952,0,-1.1524675850381686E-13
0.011584,0.011558,0.020307,0,-7.899193250405698E-10
0.006628,0.018106,0.021062,0,-6.904433674670239E-11
0,0.018343,0.025122,0,2.2172017979826116E-11
0.028812,0.008982,0.008749,0,1.2314015355853753E-10
0.031425,0,0.00941,0,-3.1628098537052757E-11
0.020099,0.011348,0.011168,0,-1.0147197733452516E-9
0.037945,0.008263,0.008865,0,-1.6596174022297775E-12
0.038602,0,0.012766,0,7.645110359809975E-12
0.047454,0,0.014925,0,1.1416500858246738E-12
0.036672,0.010191,0,0,-8.097130884842408E-12
0.031379,0,0.015728,0,-5.163049281052758E-11
0.03677,0,0.021321,0,1.482645274643217E-11
0.025122,0,0.018343,0,-4.2813658355192057E-11
0.03205,0.01347,0,0,-5.013759021943844E-11
0.039776,0.015663,0,0,8.584642920608936E-12
0,0.007952,0.052123,0,1.872192426990532E-13
0.007603,0,0.052461,0,-3.7827498920416737E-13
0,0,0.057317,0,2.4542926813234875E-13
0,0.009695,0.06265,0,-1.3237438982446598E-13
0.009172,0,0.063003,0,-6.904989944552355E-14
0.010592,0,0.032337,0,2.9513607357648417E-12
0.010694,0,0.038986,0,-1.7718706519472618E-11
0.008786,0.009059,0.02871,0,3.841362648163463E-11
0,0.012766,0.038602,0,6.6896879139490495E-12
0,0.015728,0.031379,0,-4.952105489149953E-11
0.022797,0.009958,0.021401,0,9.871871187496297E-11
0.030616,0,0.021761,0,-1.8706486725245246E-11
0.018596,0.009933,0.031008,0,3.166894782199341E-11
0.017025,0,0.038417,0,-4.114795265821275E-12
0.025381,0,0.035447,0,-1.0148391742225995E-12
0.023238,0,0.046771,0,-2.4082450984737096E-12
0.010179,0.010005,0.042856,0,-2.2759793487609737E-12
0.014367,0,0.046384,0,2.392153688593649E-12
0,0.014925,0.047454,0,-6.669955730875241E-13
0,0.018316,0.042058,0,3.419479972810763E-12
0.012993,0,0.086555,0,4.3660258927628157E-14
0.017867,0,0.1,0,0
0.013291,0.013291,0.1,0,0
0,0,0.1,0,0
0,0.011294,0.088613,0,5.6076343120147903E-14
0,0.017867,0.1,0,0
0,0.026354,0.08372,0,1.8752213441352573E-14
0.020155,0,0.07648,0,4.3137336182461224E-14
0.012905,0.012848,0.066418,0,-7.764439396606389E-14
0.017766,0,0.067824,0,5.6730704566661546E-14
0.019252,0,0.056808,0,-1.0462661510661665E-13
0,0.022989,0.067943,0,8.574096722419012E-14
0,0.018722,0.055429,0,5.3196133189264706E-14
0,0.030792,0.056551,0,1.2342370931814367E-13
0.015065,0.02753,0.1,0,0
0,0.036742,0.1,0,0
0.027304,0.014399,0.1,0,0
0.028854,0,0.084733,0,-4.344006451697233E-14
0.036742,0,0.1,0,0
0.056682,0,0.1,0,0
0.04578,0,0.085872,0,-4.5320603787163934E-14
0.046712,0.016807,0.1,0,0
0.063153,0,0.084564,0,-1.7052283242401955E-14
0.066803,0.01739,0.1,0,0
0.077747,0,0.1,0,0
0,0.056682,0.1,0,0
0.016342,0.046662,0.1,0,0
0,0.045897,0.083827,0,-5.196518830609887E-14
0,0.021761,0.030616,0,-7.17101562583475E-12
0.010992,0.020263,0.027737,0,4.247767483369776E-11
0,0.021321,0.03677,0,-2.8781142323744732E-12
0.009248,0.025478,0.019338,0,3.179042112212104E-11
0,0.025982,0.025505,0,-3.8806652454701324E-11
0,0.029637,0.034569,0,-2.4600637600650615E-12
0,0.035447,0.025381,0,7.612363741990612E-13
0.006828,0.05251,0,0,-1.8225176529452048E-13
0.009533,0.042138,0.009411,0,-3.72039032553188E-14
0.009988,0.038439,0,0,5.511451935090874E-13
0,0.038417,0.017025,0,-3.417392692484738E-12
0,0.046384,0.014367,0,7.04722803644489E-13
0.018187,0.031077,0,0,-3.433597648361133E-11
0.016795,0.03876,0,0,7.525655252835245E-12
0,0.046771,0.023238,0,-4.584911393057884E-13
0,0.04234,0.033741,0,2.682353653195287E-12
0.009476,0.040779,0.02257,0,9.57852645128294E-14
0,0.054286,0.031746,0,-9.088813060979318E-13
0.014025,0.047326,0,0,-1.3558981589491962E-12
0,0.052461,0.007603,0,-1.9814033842732568E-13
0,0.057317,0,0,2.464659469085835E-13
0.008071,0.062687,0,0,2.577057341129839E-15
0,0.063003,0.009172,0,1.265971359450987E-13
0,0.068979,0,0,-7.305149769074257E-14
0.014083,0.057478,0,0,2.1524980278962303E-14
0,0.074617,0.010164,0,1.5816635134083157E-14
0.008933,0.072898,0,0,1.2995419654992569E-14
0,0.083043,0,0,-4.273213322346094E-14
0.06265,0,0.009695,0,-2.4896639079215717E-14
0.063359,0.009308,0,0,-8.506664798898668E-14
0.068979,0,0,0,2.2642149901184566E-14
0.024383,0.021674,0.0103,0,4.80550408314864E-11
0.033476,0.021103,0,0,-5.074887562828951E-12
0.025274,0.026016,0,0,3.028954735113986E-11
0.014282,0.034733,0.014417,0,-1.1241080001284461E-11
0.025154,0.035556,0,0,-7.874181498518902E-12
0.034569,0,0.029637,0,-1.4845444884499517E-11
0.041093,0.009742,0.022773,0,-4.190024500382476E-12
0.042058,0,0.018316,0,-4.0130363123714085E-12
0.045407,0,0.024252,0,1.2692591261896179E-12
0.044667,0,0.036754,0,5.898186962501824E-13
0.048439,0.016843,0,0,-1.2520781812916087E-12
0.05022,0.025097,0,0,-6.384956941122645E-13
0.043713,0.01915,0.009453,0,5.215005945859236E-13
0.05727,0.01825,0,0,2.5970926569147666E-13
0.042043,0.024137,0,0,2.9689229842261225E-12
0.035033,0.025707,0.010299,0,-1.3596193282798254E-11
0.034572,0.030545,0,0,4.7074783621191055E-12
0.052986,0.013547,0.013579,0,4.0075751911067797E-14
0.055429,0,0.018722,0,-1.5253258181524292E-14
0.037462,0.016063,0.083143,0,5.560853865333409E-14
0.02917,0,0.067751,0,4.4183286803996435E-14
0.039635,0,0.074663,0,1.3987093762966278E-13
0.052193,0,0.072458,0,1.2824548032929307E-13
0.03559,0.015703,0.01571,0,2.0249031810139223E-12
0.01438,0.013973,0.052735,0,6.69510181144124E-13
0,0.024252,0.045407,0,-7.33788555079267E-14
0.016527,0.01708,0.037858,0,-1.3292084363186834E-11
0.031746,0,0.054286,0,-1.1893557433779415E-12
0.042176,0,0.0625,0,-4.609098590661199E-13
0.028709,0.01352,0.04915,0,6.819657240324559E-13
0.044008,0,0.049766,0,1.6237142666901936E-12
0.033741,0,0.04234,0,6.608053605138798E-12
0.034543,0.016952,0.036013,0,-1.676805036307346E-11
0.013967,0.029721,0.045518,0,-6.61711652963889E-13
0,0.036754,0.044667,0,2.3852646557689415E-12
0,0.044378,0.056099,0,-3.380714168418569E-13
0.080301,0,0.080854,0,2.1756525309507552E-16
0.022631,0.022102,0.071138,0,-1.9650937203592558E-13
0,0.037291,0.069379,0,9.679333808923432E-14
0.018274,0.039091,0.080346,0,8.049934072603206E-14
0,0.053301,0.068687,0,1.1283799145324488E-13
0.016878,0.035901,0.060846,0,-3.577023152691699E-13
0.01673,0.066653,0.1,0,0
0,0.064113,0.083159,0,-1.87266534034557E-14
0,0.077747,0.1,0,0
0,0.080854,0.080301,0,-3.433803738017416E-15
0.015457,0.084522,0.1,0,0
0,0.1,0.1,0,0
0.015422,0.1,0.084687,0,0
0,0.1,0.077747,0,0
0.024283,0.1,0.1,0,0
0.03448,0.036287,0.1,0,0
0.030701,0.056788,0.1,0,0
0.066562,0,0.069529,0,1.0237735553736067E-14
0.055601,0,0.058569,0,-1.5683242404151467E-13
0.063022,0.020442,0.07951,0,3.931475597215876E-14
0.056258,0.035256,0.1,0,0
0.1,0,0.077747,0,0
0.1,0.015515,0.084634,0,0
0.1,0,0.1,0,0
0.084674,0.015579,0.1,0,0
0.1,0.024283,0.1,0,0
0.07882,0.036221,0.1,0,0
0.015596,0.060963,0.064168,0,1.8892480135369093E-14
0,0.069529,0.066562,0,-2.5121842920382977E-14
0,0.058569,0.055601,0,-1.7333199023452518E-13
0,0.072458,0.052193,0,1.1637003802877135E-13
0.016522,0.035852,0.032069,0,-8.946268444058017E-12
0,0.049766,0.044008,0,1.2375839797209432E-12
0.015703,0.058824,0.031245,0,9.56301852906781E-13
0,0.067751,0.02917,0,-9.467813417518374E-14
0,0.0625,0.042176,0,-4.506423176291384E-13
0,0.074663,0.039635,0,-1.1882706109015469E-13
0,0.056808,0.019252,0,-3.1843814020466915E-13
0,0.067824,0.017766,0,-1.0774675667887188E-13
