% Model,AdvancedModel.mph
% Version,COMSOL 5.5.0.359
% Date,"May 27 2024, 16:33"
% Dimension,3
% Nodes,78
% Expressions,3
% Description,Dependent variable
% Length unit,m
% x,y,z,Tcell (kg/m^3) @ t=0,Tcell (kg/m^3) @ t=0.01,Tcell (kg/m^3) @ t=0.02
0.10000000000157258,0.050000000001036285,0,0,0,0
0.050000000001334054,0.10000000000138821,0,0,0,0
0.07003705954566761,0.07002722740807595,0.10000000000099037,0,0,0
0.1000000000007715,0.050000000000863715,0.10000000000126825,0,0,0
0.05000000000109217,0.10000000000147947,0.10000000000088335,0,0,0
0.10000000000136491,0.06539775079244192,0.03703280948046404,0,0,0
0.06387547225281986,0.10000000000094435,0.06388670308167166,0,0,0
0.0675483584208014,0.10000000000110665,0.03253472198456902,0,0,0
0.1000000000009554,0.07003705954570125,0.07002722740802067,0,0,0
0.10000000000092762,0.10000000000067791,0,0,0,0
0.1000000000009495,0.10000000000102591,0.10000000000087787,0,0,0
0.10000000000110822,0.10000000000116681,0.05000000000093889,0,0,0
