% Model,AdvancedModel.mph
% Version,COMSOL 5.5.0.359
% Date,"Sep 7 2024, 13:38"
% Dimension,3
% Nodes,902
% Expressions,2
% Description,Dependent variable Tcell
% Length unit,m
% x,y,z,Tcell (kg/m^3) @ t=0,Tcell (kg/m^3) @ t=0.2
0.004659,0.0068,0.002175,0,-2.37634192992406E-5
0.005304,0.007247,0,0,1.8694364965819818E-5
0.002407,0.002428,0.008753,0,-2.8641917864106425E-6
0,0.00326,0.009415,0,1.0314505593625315E-6
0,0.001661,0.010827,0,3.7802202913537846E-7
0.004008,0,0.00985,0,-1.6198153114187044E-6
0.001711,0,0.01096,0,9.325425249549756E-7
0,0,0.011878,0,1.795243295872484E-7
0.001625,0,0.013093,0,-3.556704248253646E-7
0,0.002106,0.013171,0,1.3118362189492217E-8
0,0,0.014428,0,6.545202040744592E-8
0,0.005527,0.009064,0,2.7431330950206527E-6
0,0.004484,0.011775,0,-2.6854227006794207E-7
0.002718,0,0.015506,0,-4.565151706701537E-8
0,0,0.017522,0,1.8469907748020833E-9
0,0.002444,0.015975,0,-7.598110590666619E-9
0.002886,0,0.019197,0,1.0170518001045329E-8
0.00375,0,0.012571,0,6.255265093424185E-7
0.002498,0.008773,0.002439,0,-4.912457843587118E-7
0,0.009574,0.00258,0,2.1940128356143006E-6
0.003093,0.009546,0,0,3.999877639234995E-6
0,0.009353,0.004224,0,-1.0815384948908762E-6
0,0.011476,0.003279,0,2.5348537591479424E-7
0.001684,0.010746,0,0,1.933986696846791E-8
0,0.011878,0,0,2.3462610616543672E-7
0.002009,0.01307,0,0,6.971329502283385E-8
0.003895,0.011382,0,0,-5.121590847670904E-7
0,0.013144,0.001975,0,1.9509733623392878E-8
0,0.014428,0,0,-4.8373164947266106E-8
0.002504,0.015868,0,0,2.62172046705261E-8
0,0.015975,0.00239,0,-1.5876010613844773E-8
0,0.017522,0,0,5.162517305756334E-9
0.012984,0.002324,0,0,3.7592686381118594E-8
0.013251,0,0.002119,0,-4.320607797364979E-8
0.014428,0,0,0,-2.864867908258666E-8
0.016018,0.002446,0,0,-1.1798124076695519E-9
0.008809,0.002382,0.002236,0,-8.582854786391712E-7
0.008269,0,0.002752,0,1.2463608886973187E-5
0.009864,0,0.003362,0,-4.535587731488403E-7
0.010158,0.002766,0,0,1.1145325483657168E-6
0.006746,0.003314,0.003289,0,-2.1884431434902594E-5
0.008782,0.004657,0,0,1.397359930383603E-6
0.011213,0.003133,0.003226,0,-2.564462315156027E-7
0.011704,0.005133,0,0,-1.7964581672050418E-7
0.009946,0,0.00621,0,-2.058773005730202E-6
0.011959,0,0.004358,0,5.400172957914302E-7
0.016165,0,0.002526,0,-8.78836086513022E-9
0.017522,0,0,0,7.753460379257635E-9
0.005091,0.009351,0,0,2.8902956561282916E-6
0.007209,0.008552,0,0,6.268561699070332E-7
0.006649,0,0.009297,0,9.39102774951577E-7
0.014823,0,0.005224,0,6.170507245612594E-8
0.019398,0.002964,0,0,-3.626407387514164E-9
0.019862,0,0.003062,0,-1.4167902670284208E-9
0.021274,0,0,0,-2.4138166287719783E-10
0,0.003262,0.019275,0,1.9610234940179318E-9
0,0,0.021274,0,-3.085427680558855E-9
0.003504,0,0.023072,0,1.1438185507818402E-9
0,0.003784,0.023417,0,-1.1214300504034343E-9
0,0,0.025824,0,3.280598020745816E-10
0.002949,0.019211,0,0,-1.4842663528642373E-9
0,0.019409,0.003235,0,-6.114920889052124E-11
0,0.021274,0,0,-5.483363945970706E-10
0.003672,0.02346,0,0,1.1295972782979856E-10
0,0.023549,0.003595,0,1.6294801395218167E-9
0,0.025824,0,0,-7.404223604496125E-10
0.00467,0.004711,0.008466,0,1.9407875685351926E-6
0.006599,0,0.011599,0,-2.173852597435742E-7
0,0.00991,0.006582,0,-2.054757061259768E-6
0,0.012053,0.005113,0,-1.3615611412503642E-7
0.003191,0.008925,0.00745,0,1.6257340529990358E-6
0,0.01306,0.00736,0,3.475868708172583E-9
0,0.010109,0.009373,0,-2.620466214290784E-7
0,0.00753,0.010922,0,-7.913510017438443E-7
0.008208,0.003859,0.006921,0,3.7674770184089994E-6
0.009726,0,0.00965,0,-1.198958093171117E-6
0.007221,0.006675,0.00335,0,1.4977915528839946E-6
0.00938,0.007048,0,0,-3.85557988881029E-7
0.004328,0.008211,0.004245,0,1.0041140020356095E-6
0.004522,0.004639,0.013209,0,8.818229018751174E-8
0,0.00463,0.014652,0,-7.631643691477696E-9
0.00371,0.003867,0.01722,0,-1.4376396353543048E-8
0.005207,0,0.017602,0,1.4202051693742609E-8
0.005692,0,0.020356,0,7.462899648171098E-9
0,0.005757,0.017164,0,5.131780484053644E-10
0,0.007641,0.020191,0,9.301126496421806E-9
0.004199,0.008177,0.010878,0,-4.6194158435190497E-7
0,0.010295,0.012549,0,1.9592771526727416E-7
0,0.010231,0.016874,0,-2.739208204094111E-8
0,0.007217,0.01409,0,7.567530849236932E-8
0.00866,0,0.018493,0,-1.8727475569855393E-8
0.005867,0,0.014355,0,1.3748334746792364E-8
0.004292,0.012632,0.004222,0,-2.3592645275444993E-7
0.006852,0.011448,0,0,-2.894271314110226E-7
0.004721,0.013873,0,0,1.3881864714803908E-7
0,0.014006,0.004247,0,5.7278939646949045E-8
0.003855,0.016814,0.003882,0,1.37525394592264E-8
0.005496,0.016975,0,0,-4.8398221768280815E-8
0.006668,0.020611,0,0,5.5702076603030925E-9
0,0.016694,0.005696,0,3.472786965246201E-9
0.004271,0.011898,0.008827,0,-5.5505932119221475E-8
0,0.01272,0.010507,0,2.4729482659810083E-9
0,0.020793,0.007363,0,-7.766421713255674E-9
0.008536,0.017831,0,0,-2.1982750518551663E-8
0.017373,0.004544,0,0,-3.896290805039174E-9
0.015684,0.004148,0.004042,0,3.039586855322606E-8
0.015129,0.005792,0,0,-2.7403097458268907E-8
0.012277,0.008217,0,0,4.0191474374886894E-8
0.010642,0.006211,0.004879,0,1.3314157787599466E-7
0.012823,0,0.007703,0,-2.3494954422914865E-7
0.018994,0.006994,0,0,-9.597448139200429E-9
0.018398,0,0.005951,0,-1.612660010650481E-8
0.008289,0.010854,0.004091,0,-3.974053595582706E-7
0.009532,0.009921,0,0,1.2464226481737588E-7
0.007837,0.014722,0,0,1.2479660015753138E-7
0.009684,0.012762,0,0,9.428720420906675E-8
0.009133,0.004915,0.010984,0,-3.3339222027236874E-7
0.01354,0,0.011901,0,1.5747207928278006E-7
0.009744,0,0.013813,0,1.3263797671901902E-7
0.016251,0,0.009173,0,-1.3340030855269678E-8
0.023549,0.003595,0,0,1.6957054094686454E-9
0.023546,0,0.003081,0,4.666445914603409E-10
0.025824,0,0,0,-2.578932949806538E-10
0.027979,0,0.004108,0,-5.045357275388102E-10
0.028178,0.005177,0,0,-5.56005254650752E-10
0.031343,0,0,0,3.288397142959423E-10
0.021163,0.005176,0.004875,0,-4.730679075922772E-9
0.01991,0,0.009194,0,-1.793988412695866E-9
0.023375,0,0.006527,0,2.253501861852362E-9
0.01251,0.009981,0.003929,0,1.4033215790227438E-8
0.012421,0.011758,0,0,-3.273558228743242E-8
0.015658,0.009764,0,0,-1.2611912342469866E-8
0.016083,0.014053,0,0,8.081980229392251E-10
0.02344,0.007791,0,0,2.9124891913264264E-9
0.020024,0.011299,0,0,-2.4222164469991244E-9
0.004342,0.01214,0.013669,0,2.975872070032203E-8
0,0.01584,0.009572,0,-5.870834974929523E-9
0,0.014298,0.013683,0,-2.3707751136682566E-8
0,0.014714,0.017784,0,1.2883844281886737E-9
0,0.012713,0.022033,0,-8.120281110217541E-9
0.004414,0,0.027838,0,1.1845011685938126E-10
0,0.004337,0.028447,0,2.2457860059001827E-10
0,0,0.031343,0,-6.889302447316881E-11
0.005529,0,0.034033,0,-1.2608766115986097E-10
0,0.004742,0.034659,0,-7.888158605081306E-11
0,0,0.038037,0,6.524992863277553E-11
0.005947,0.006176,0.022358,0,-1.3645162962316253E-9
0.007778,0,0.023208,0,2.1260810443366472E-9
0,0.008352,0.025263,0,1.7326864159476793E-9
0,0.00931,0.030781,0,4.5544883035545354E-10
0.012467,0,0.023438,0,5.607593689536505E-10
0.009827,0,0.029203,0,6.813774749492107E-10
0.004222,0.02836,0,0,4.0419874111637007E-10
0,0.028714,0.004359,0,2.187217484494458E-10
0,0.031343,0,0,-7.840446522863306E-11
0,0.019338,0.01173,0,-1.9171672036890785E-9
0.005797,0.022334,0.005872,0,-2.713925711830323E-9
0.008194,0.025329,0,0,1.1757150813246021E-9
0.0109,0.020888,0,0,-3.9169209306639005E-9
0,0.025428,0.009823,0,1.226275067468095E-9
0.004958,0.034083,0,0,-3.185728539392602E-11
0,0.034336,0.00416,0,-3.758091514564986E-12
0,0.038037,0,0,1.0202235079243728E-11
0.007806,0.007949,0.016322,0,3.001371645945511E-8
0.013487,0,0.017138,0,-4.195350215825692E-8
0.011778,0.015961,0,0,-3.1312810430176855E-8
0.007276,0.016481,0.007199,0,2.6137998055321225E-8
0.015939,0.007705,0.007593,0,3.234653856536067E-8
0.013518,0.014077,0.006251,0,2.072521516832415E-8
0.016171,0.018871,0,0,-1.433212041403757E-9
0.015102,0.00698,0.014989,0,8.492177188553752E-9
0.018701,0,0.013916,0,-8.26998556940897E-9
0.021464,0.0064,0.011871,0,-1.577230006509065E-9
0.024658,0,0.011463,0,1.2443356419059588E-9
0.018493,0,0.021681,0,8.610807839640101E-10
0,0.040764,0.007048,0,7.443401413028067E-12
